P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K,eta_gross,eta_Q
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,0.94,1084.88,265.96,-1000,-1000
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,0.86,1067.42,284.97,0.5262869776252693,0.9997945722297997
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,0.52,1068.51,273.63,0.5044485281736987,1.0117266953640287
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,0.58,1078.22,302.62,0.5109817970002853,0.99772208776386
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,0.7,1071.37,296.29,0.5130153822498514,0.9974281440636039
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,0.83,1080.54,309.25,0.5193944269345767,1.0004648996273193
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,0.72,1073.17,315.43,0.6143256398090989,1.2046331263822656
91422762.36,1173.12,24235946.94,2.9,823.87,87.62,1.01,1077.33,280.65,-1000,-1000
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,1.01,1000.08,303.5,0.432121050404979,0.9559965556960873
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,0.64,1010.02,289.83,0.32352882809320715,0.8634433945313756
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,0.93,1006.7,281.5,0.4290884968994304,0.9418957187173794
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,0.75,1014.85,295.07,0.3816215623692148,0.9181950192028264
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,0.57,1001.25,273.38,0.2602622725400748,0.8153745391632619
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,0.58,1018.11,312.41,0.28153580579250326,0.8436506036476973
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,0.9,1012.42,263.16,0.4268271692537992,0.9399986464626575
105755706.1,1093.61,24218093.35,2.79,833.87,75.18,0.83,1004.73,307.19,0.3939195477643784,0.9229342888859072
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,0.52,1012.35,284.73,0.266365716916922,0.832138572938716
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,0.77,1006.11,298.06,0.40584300222944125,0.9405964018337656
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,0.59,995.64,311.16,0.2997853160842064,0.8730041334413209
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,0.92,1008.93,269.19,0.4546163042842201,0.9716270941861523
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,0.87,999.26,276.8,0.43663181342259444,0.952979008220437
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,0.67,1003.22,282.55,0.3711086227088095,0.9129548318062887
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,1.01,1011.32,314.0,0.4610330643075834,0.9819947281915218
105330398.82,1058.26,24980784.22,2.77,850.84,44.11,0.8,997.49,296.62,0.40840130394103547,0.9409951068377702
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,0.8,991.89,288.02,0.4102124614933757,0.9408031180933948
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,0.91,989.41,266.19,0.43536453490454763,0.9546773156701696
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,1.0,998.79,294.42,0.4548650523601804,0.9794858015166029
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,0.6,1001.34,308.61,0.3128806749255955,0.8805926932178864
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,0.54,994.1,314.63,0.24955358795736546,0.8280304826863379
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,0.67,1006.88,299.04,0.3633060798227346,0.9165124652536288
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,0.94,1005.53,280.45,0.4531640584022472,0.9733940679712044
106159687.75,1084.97,24564995.24,2.74,850.27,76.11,0.74,1002.61,276.51,0.40022163065963445,0.9403183055783519
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,0.87,992.98,294.24,0.42054750231728477,0.9481261058293617
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,1.05,996.76,267.48,0.46003860290697524,0.9853966008493747
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,0.75,988.09,274.11,0.38599126266572903,0.9321825243042839
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,0.93,1001.43,305.13,0.4344218653653741,0.9655649908387811
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,0.56,997.82,285.51,0.27923786394929,0.844029968974273
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,0.82,1006.81,278.73,0.42243054939488267,0.9466512784186969
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,0.68,989.72,311.51,0.34499443041978867,0.8998965763910051
53299571.27,1040.18,24707051.21,2.8,849.4,33.1,0.6,1003.15,302.84,0.3098027665831703,0.8760739349019406
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,0.96,1077.76,264.15,-1000,-1000
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,1.04,1069.62,305.17,0.5045068117842391,1.012525153600303
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,0.69,1079.09,291.64,0.5247081928079521,0.9983134217532112
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,0.59,1081.64,274.75,0.6356099747064015,1.2278456518129748
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,0.87,1065.87,289.53,-1000,-1000
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,0.84,1071.19,313.32,0.5842975138773243,2.196106810356896
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,0.76,1083.39,280.33,-1000,-1000
95678059.95,1112.21,24879542.12,2.95,824.01,26.89,0.52,1075.0,299.9,0.46785015207374986,0.972869511658654
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,1.04,1055.51,295.21,0.5033765033121557,1.00482248459459
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,0.71,1062.71,274.37,0.5185650935378054,1.0055886165754833
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,0.64,1057.39,310.62,0.48076216042456854,0.9799919655183934
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,0.84,1059.75,282.47,0.5110968059276993,1.0089964894666585
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,0.63,1067.35,317.88,0.525228736361343,0.9964316430560353
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,0.57,1072.93,302.05,0.4975474224406621,1.0015008384602027
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,0.92,1065.71,288.57,0.5124935673878408,1.011862505181641
22629547.81,1161.98,24435174.76,2.85,823.41,88.18,0.91,1068.88,267.71,0.5144701861642342,1.01418465288
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,1.05,939.41,316.36,0.38079646957098157,0.9617852204522409
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,0.75,950.44,307.94,0.2675204438080827,0.8772728518810446
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,0.8,943.78,300.13,0.2899296117931269,0.8956074618129096
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,0.95,955.79,282.42,0.3769990728151855,0.9504365378052289
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,0.55,945.46,295.2,0.052816075503842916,0.7144938650239588
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,0.68,942.26,272.41,0.20806397906832266,0.8262127439827041
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,0.59,949.62,286.98,0.12239650112151834,0.7613007353955892
23886501.8,1035.44,24694689.16,2.77,798.72,77.65,0.85,954.23,264.11,0.33807567660088217,0.9268589664997765
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,0.96,929.44,265.88,0.3126130620987082,0.9206926342522319
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,0.55,942.06,275.82,0.009320906233071215,0.7060673270355515
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,0.72,931.2,314.1,0.17558343659540968,0.8312825634981641
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,1.0,934.54,278.95,0.33055215805344246,0.9329975538766792
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,0.66,946.37,309.0,0.14721875249403935,0.8092168830051045
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,0.63,936.54,294.59,0.10179975120038934,0.7698052069468293
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,0.83,939.5,297.69,0.2626964071551728,0.8961510248149168
51845484.61,1028.73,24244128.78,3.0,803.46,80.67,0.89,944.16,287.09,0.30421501751728963,0.9163893219930517
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,0.63,1004.13,294.94,-0.0,-1.0442504254594787
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,0.95,1000.18,306.56,0.4017232119947262,0.9319729817096681
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,0.71,1013.53,266.16,0.33639235680807084,0.8777925611237961
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,0.52,1010.63,313.06,0.44562369084825915,0.9718759411506604
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,0.82,1005.86,275.04,0.3784981068735081,0.9200840828687565
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,0.87,1016.44,289.25,0.40119438501533206,0.925560097524843
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,0.64,997.44,304.07,-0.0,-1.0617747849597754
67182268.97,1061.35,24386343.12,2.85,821.47,44.47,1.02,1008.19,282.25,0.43770612690559624,0.9584113581599873
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,0.57,1063.99,296.34,-1000,-1000
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,0.53,1049.62,282.2,-0.0,-1.443740800207841
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,0.71,1065.52,316.88,0.24466670581513644,0.8012128277639553
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,0.67,1058.68,268.77,0.31219882726083525,0.8431921481288484
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,0.94,1053.02,276.78,-1000,-1000
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,1.02,1061.45,287.62,0.5094509408030121,0.9951418215735091
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,0.87,1056.65,306.96,0.0,0.5786257828171869
79759147.98,1101.79,24527715.71,2.78,850.29,35.03,0.82,1048.77,303.21,0.06048413346273528,0.6619031739217064
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,0.69,979.14,314.85,0.2688835753058752,0.8669946802856925
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,0.95,972.81,285.71,0.38783775106586893,0.9469537571537537
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,0.89,984.7,305.06,0.37295280943292636,0.9462932986408237
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,0.57,967.56,302.9,0.13641195273954673,0.7635685739768687
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,0.74,971.32,280.63,0.3005573454852719,0.882967956593194
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,0.8,976.19,292.04,0.33557825863892765,0.9065236002248476
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,1.01,982.23,270.33,0.4099395368082031,0.9570839408035272
65995323.46,1026.15,24755441.53,2.94,815.59,38.77,0.59,986.93,267.9,0.20291908541983797,0.803889553535944
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,0.57,1102.68,279.15,0.5287808675119442,0.9983198412081062
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,0.83,1113.84,294.65,0.5288964484345479,1.0001645057947606
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,0.95,1111.41,305.96,0.5245023657945146,1.0002837768572947
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,0.88,1101.18,272.59,0.5299707266654872,0.9988591416560544
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,0.67,1106.46,312.24,0.5211201330321981,0.9989547575344553
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,0.62,1109.44,298.67,0.5218000365687157,0.9992470614091236
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,1.0,1117.45,287.89,0.5353726868724121,1.0009962782383883
70422544.3,1199.26,24662964.95,2.89,818.59,81.78,0.74,1099.08,265.54,0.5283773868926989,0.9981182010538465
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,0.76,1155.08,307.49,0.546243630168346,1.016170980309213
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,0.8,1157.85,293.6,0.5544633258568817,1.01948584574521
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,0.62,1152.16,284.03,0.5497162820213912,1.0085880908038671
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,1.03,1162.63,276.92,0.566245519558618,1.0379809824341273
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,0.97,1149.06,274.82,0.5587979378456049,1.0220977438621162
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,0.64,1165.63,317.34,0.5462131485315342,1.0161233350659524
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,0.87,1166.57,263.84,0.563410254578596,1.0319384083385825
107175745.03,1215.12,24483047.26,2.96,813.28,46.09,0.52,1160.37,297.64,0.5400916864003152,1.0078350378820262
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,1.02,984.96,313.34,0.4195020666391035,0.9676482075055064
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,0.53,967.65,281.43,0.1832121540150144,0.7899092321382873
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,0.9,973.45,303.31,0.3904394178580023,0.9497710616642747
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,0.71,981.14,265.88,0.3440443360368004,0.9093046812326037
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,0.63,969.88,307.98,0.27335932886577446,0.8671109751466045
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,0.81,981.71,297.36,0.37602078470542005,0.9501003495971462
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,0.96,978.6,276.83,0.4140941473738432,0.9567738893881323
41011065.85,1039.68,24155089.47,2.82,848.02,53.15,0.65,974.7,286.9,0.30300020219860563,0.8837881751595255
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,0.94,1129.3,312.97,0.5470998875150324,1.007425758779367
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,0.87,1140.75,285.11,0.5587599499715693,1.0107890752182547
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,0.67,1126.38,273.16,0.5498454041112628,1.0000004143981631
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,0.76,1138.92,309.81,0.5465384689440048,1.006675317322467
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,0.82,1133.01,265.27,0.5550654172293361,1.005635784517305
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,0.56,1132.2,280.48,0.5496974385039869,0.9999493291235367
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,0.58,1137.52,295.78,0.5447899486666187,1.000637520968241
73877026.62,1183.05,24750847.02,2.76,843.86,40.13,1.03,1123.97,299.31,0.5470922472315545,1.0074155726895493
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.52,1118.56,274.4,0.5422663577646597,0.9992613353358263
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.67,1122.68,303.9,0.5358031834080939,0.9999182532405314
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.6,1130.45,291.75,0.5447892406888215,1.0001792070328885
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.9,1121.44,264.74,0.5479917595200897,1.0010261398854803
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.99,1134.18,289.33,0.5533700298560212,1.0085775095095575
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.95,1125.28,316.28,0.5407526391004243,1.0027950674194652
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.77,1128.2,277.73,0.5479436958261487,1.0010075233168025
81448443.42,1168.26,24417435.09,2.76,836.84,33.96,0.84,1114.98,311.01,0.536026878901482,0.9999605053414534
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,0.67,1123.71,317.93,0.5208451322907672,0.9997130498990857
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,0.71,1131.16,299.9,0.5236957582038473,1.0004752532311378
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,0.61,1128.33,286.89,0.5299678550964125,0.9998282959959004
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,0.79,1139.45,272.73,0.5377554237591912,1.0078293572140051
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,1.05,1126.21,307.17,0.5297247365390431,1.009136231658695
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,0.88,1137.54,295.9,0.5324960297936487,1.0098008529403568
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,0.5,1133.16,278.24,0.5300806896259938,0.9997824506525123
77288376.17,1208.92,24448222.36,2.99,838.85,67.7,0.92,1134.83,266.72,0.539026422501815,1.0096551089216148
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,0.64,987.16,286.98,0.26604851768219195,0.8587543413489944
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,0.85,979.42,314.35,0.3607908585262839,0.9402653896531513
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,1.04,985.23,269.42,0.4193340401367147,0.9672224595773042
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,0.95,991.65,272.37,0.40575171064124943,0.9546496209063995
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,0.62,994.42,291.73,0.2584320792774479,0.8525257054258694
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,0.75,981.99,279.75,0.3292132665169996,0.9014647013884374
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,0.51,977.03,302.57,0.09728431496150221,0.7349986693879664
98152459.51,1080.08,24534317.18,2.98,830.36,83.77,0.82,991.03,309.7,0.3612009432745651,0.9401296353876176
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,0.84,987.91,313.8,0.3320430218240663,0.9118366935806039
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,0.98,982.91,298.32,0.4274513688328787,0.9852814822911512
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,0.59,999.84,270.87,0.2051065846806122,0.8036580553196498
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,0.89,989.85,294.62,0.3513914411901551,0.9275596316000777
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,0.76,995.62,285.71,0.31842333349304713,0.8904033864104732
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,1.01,998.48,307.34,0.4293356218441582,0.9833238126505983
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,0.69,993.49,265.92,0.27763665140055965,0.8628823016800424
78096426.1,1053.32,24180709.03,2.98,813.05,51.11,0.54,985.94,279.52,0.11587142926804146,0.7412466736318727
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,0.85,1131.13,276.8,0.5384741945150014,1.0071730261094787
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,0.81,1138.57,304.5,0.5313860466323415,1.0098987167130622
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,0.93,1144.59,315.9,0.5364833752751544,1.017041379938595
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,0.52,1129.39,300.71,0.5218713680227007,0.9993520961788945
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,0.6,1134.69,297.15,0.5247269095726171,1.0002738819510313
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,1.02,1141.3,263.64,0.5461533701950729,1.0180999041258758
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,0.76,1136.79,277.3,0.5384511435565112,1.00714144473305
97221939.37,1237.22,24275965.26,2.96,825.96,92.32,0.7,1125.78,285.15,0.532846915717132,0.9999816414532645
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.89,1230.32,293.69,0.6209933569073672,1.1045117052801632
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.51,1228.15,280.27,0.6092695590473864,1.0667382771738236
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.57,1222.23,306.09,0.6014931441534712,1.0703826801530376
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.72,1226.52,267.36,0.6184033749652845,1.0902082718493045
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.82,1219.73,275.5,0.6191662859078978,1.0921740169773653
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.69,1234.61,298.83,0.6109011981316738,1.0940718683687
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.97,1219.0,288.77,0.6215731012483854,1.0996524956867846
147502465.38,1256.72,24209887.52,2.79,843.97,20.08,0.99,1232.1,313.55,0.61746925159301,1.1103516859918652
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,0.7,976.02,285.87,0.31911206286502314,0.8876604243983275
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,1.04,984.93,276.05,0.43692362290540826,0.9694331856830334
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,0.59,979.64,307.47,0.22862806648339756,0.8214785584046874
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,0.93,984.43,295.5,0.40904221918966527,0.951567148333379
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,0.83,974.12,311.83,0.36951650088187615,0.9345978273274579
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,0.72,989.75,281.35,0.34614189397833117,0.9045041897163255
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,0.55,988.89,304.32,0.20005068974683368,0.8015910603410614
12481483.04,1047.63,24615978.25,2.82,830.02,55.55,0.87,977.63,264.97,0.3950446267901029,0.9470121874390642
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,0.56,1176.36,269.53,0.5703023786915524,1.0194581943371415
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,0.65,1167.24,305.07,0.561328152236788,1.0201694022426908
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,0.78,1169.12,271.53,0.5765544661751719,1.0328901642820734
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,1.02,1171.53,297.49,0.5753725217676133,1.0499974185592855
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,0.98,1182.12,289.55,0.5867926553995679,1.0573386881730746
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,0.58,1162.85,280.39,0.5659605269912383,1.0113118091237634
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,0.72,1173.15,299.62,0.566795069000197,1.0316922998182234
133929584.62,1260.99,24428176.81,2.82,819.63,78.66,0.91,1178.2,311.95,0.5751641879800056,1.049511135425675
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,0.57,1131.38,304.31,0.5268837329252528,0.9999047798173082
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,0.71,1143.62,294.5,0.5391147548275409,1.0083277103693489
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,0.68,1138.18,280.15,0.5404746069922862,1.0044742067978578
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,0.83,1134.2,316.25,0.5335071863619832,1.007415368824601
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,0.88,1124.98,269.32,0.5402677244376669,1.0041400722095772
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,0.93,1136.85,304.56,0.5367850167434103,1.011934223232784
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,1.04,1128.48,270.5,0.5450980310016529,1.0109673311872838
95514903.34,1184.03,24859807.71,2.97,815.74,39.61,0.51,1141.38,289.6,0.5372265529607491,1.0007777034080483
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,0.8,1035.46,272.54,0.3773523949541486,0.9012959097534388
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,0.89,1040.73,285.86,0.48776877217965575,0.9779050475731227
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,0.51,1038.0,297.9,0.4143336037273899,0.9382597769908804
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,0.6,1042.37,266.31,0.39899750129330924,0.9143616207311701
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,1.02,1032.36,281.89,0.48103967684478993,0.97100710089733
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,0.94,1044.98,307.81,0.47840048610019736,0.9772225196912157
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,0.71,1050.16,291.47,0.3960830503293874,0.9132258617722083
64601413.2,1141.97,24280635.53,2.89,828.64,90.26,0.64,1047.39,316.34,0.3904654370727479,0.9152254206675251
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,0.87,1116.58,272.59,0.5398934354174775,1.0004495148703116
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,0.64,1111.49,288.28,0.5364791542585375,0.9993767991265713
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,0.92,1110.11,280.05,0.5385106484922226,0.9999833810055482
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,0.74,1102.23,303.05,0.5255955041371748,0.998448830851306
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,1.02,1100.45,291.2,0.5355324221489854,0.9993303176330633
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,0.8,1107.36,316.0,0.5275110166181892,0.999269705463606
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,0.53,1104.9,269.57,0.5347497360593865,0.9984423511758278
20163471.63,1143.58,24268405.83,2.78,842.4,24.86,0.59,1114.39,310.09,0.5284371193374297,0.9996331648198513
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,0.53,1187.3,311.04,0.5589551560592442,1.0290632398814334
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,0.95,1175.46,278.51,0.579916753091465,1.0547235071195018
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,0.77,1186.11,290.18,0.5776915918896719,1.0515120140621297
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,0.63,1183.48,296.42,0.5635921918451667,1.0366849287610436
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,0.78,1180.78,265.25,0.5768000832138005,1.0474698120599255
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,1.05,1189.77,301.91,0.5790151546181831,1.0731343516568388
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,0.69,1171.83,275.56,0.5695114487227885,1.032110797523584
51867995.8,1223.34,24171306.57,2.93,824.36,31.59,0.86,1177.16,316.83,0.5690801007231884,1.050223846594924
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,0.56,1061.22,298.09,0.5235857502479533,0.9977901070833193
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,0.85,1066.1,308.29,0.5107582116078038,0.9991120630000999
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,1.03,1068.71,281.44,0.5126080606783274,1.0138748234588513
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,0.75,1072.61,263.23,0.5251745093096508,0.9947873141686132
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,0.58,1071.39,314.68,0.5245571842091163,0.9980746337169949
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,0.93,1061.96,289.12,0.5150754877487719,1.0052385112428295
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,0.68,1057.1,292.2,0.5228341138246674,0.9944949095654002
106721544.56,1151.75,24217008.4,2.86,806.73,77.54,0.81,1054.28,275.99,0.5191727430506756,0.9997930254183164
68105528.65,1054.62,24538484.8,2.8,804.61,98.23,0.97,941.36,301.24,0.3575780372945789,0.9407534480274257
68105528.65,1054.62,24538484.8,2.8,804.61,98.23,0.83,946.8,282.62,0.320607755730954,0.9168085793536079
68105528.65,1054.62,24538484.8,2.8,804.61,98.23,0.56,938.66,273.03,0.07066364281474785,0.722121052880105
