h_m,q_W,tamb_C,tin_C,tout_K,mdot_kg_per_s
40.500000,530096492.400000,32.660000,520.600000,1073.149983,1254.707453
44.170000,778953542.930000,42.140000,558.260000,1073.149983,2213.317003
35.720000,564862020.010000,41.810000,547.500000,1073.149983,1562.892267
38.770000,669742486.910000,30.570000,569.870000,1073.149983,2024.978440
35.530000,837574087.870000,37.260000,568.660000,1073.149983,2653.025406
39.270000,366915301.110000,5.890000,536.960000,1073.149983,822.203639
35.610000,653777691.350000,39.160000,542.480000,1073.149983,1814.419473
42.290000,661805762.870000,29.370000,556.670000,1073.149983,1838.900897
43.280000,567269340.020000,11.680000,545.730000,1073.149983,1440.439069
35.320000,580585484.140000,23.830000,522.300000,1073.149983,1477.550587
28.520000,844484734.910000,10.950000,558.300000,1073.149983,2658.794510
26.030000,448473104.500000,44.820000,537.030000,1073.149983,1252.426491
43.610000,566685779.630000,0.230000,522.600000,1073.149983,1317.387228
43.670000,683180265.990000,26.280000,560.030000,1073.149983,1910.951287
30.970000,438516918.270000,6.280000,543.130000,1073.149983,1193.830452
39.820000,736950936.570000,26.890000,516.160000,1073.149983,1840.285714
39.970000,535018090.230000,-3.600000,546.260000,1073.149983,1391.435966
40.990000,820157396.260000,31.220000,536.420000,1073.149983,2212.440704
25.620000,467842525.100000,29.640000,521.470000,1073.149983,1244.962264
44.790000,749578339.020000,39.640000,506.630000,1073.149983,1755.330892
35.790000,737263302.790000,21.710000,535.070000,1073.149983,2017.119473
26.450000,366907853.370000,13.960000,562.120000,1073.149983,1094.514332
32.630000,672225500.360000,-4.440000,530.790000,1073.149983,1825.768554
25.320000,527737139.960000,29.380000,541.250000,1073.149983,1526.528861
43.040000,355368894.840000,26.630000,528.920000,1073.149983,689.046535
26.120000,391067567.440000,-3.290000,558.200000,1073.149983,1160.240931
26.240000,766371793.020000,-3.030000,555.900000,1073.149983,2398.529233
33.530000,450436877.810000,44.630000,512.610000,1073.149983,1084.550562
33.070000,761515382.100000,38.320000,520.470000,1073.149983,2021.710948
44.700000,562145272.260000,39.880000,560.620000,1073.149983,1487.116175
29.080000,562231079.540000,19.130000,539.040000,1073.149983,1581.905638
42.190000,730745329.200000,14.890000,516.810000,1073.149983,1792.499112
39.130000,488851882.680000,26.020000,547.170000,1073.149983,1265.188092
40.550000,452685363.130000,19.990000,516.610000,1073.149983,1006.157987
32.560000,493518231.850000,11.250000,564.890000,1073.149983,1466.544761
31.510000,301616907.440000,10.560000,542.190000,1073.149983,749.251870
33.030000,597405163.430000,35.100000,528.390000,1073.149983,1586.935748
30.620000,720883987.440000,27.410000,509.010000,1073.149983,1856.846755
28.300000,807301652.440000,12.470000,520.110000,1073.149983,2203.017646
34.120000,372444815.420000,7.350000,538.930000,1073.149983,929.796233
31.470000,355527283.660000,25.580000,554.990000,1073.149983,969.994480
29.960000,347510989.440000,30.100000,523.570000,1073.149983,859.011116
36.730000,670579567.010000,17.580000,529.660000,1073.149983,1766.535684
42.770000,830031777.020000,29.950000,504.150000,1073.149983,1989.343212
41.580000,669367537.890000,5.780000,524.600000,1073.149983,1665.642885
41.510000,753643740.880000,43.230000,551.640000,1073.149983,2118.125626
27.170000,791333796.110000,43.940000,542.580000,1073.149983,2351.791982
30.830000,334310150.440000,27.090000,514.190000,1073.149983,784.409874
32.040000,800360715.490000,7.720000,545.740000,1073.149983,2346.651427
43.250000,840530749.630000,-2.490000,529.330000,1073.149983,2179.755657
29.920000,569061185.240000,26.140000,544.940000,1073.149983,1629.723539
37.120000,843578791.470000,37.190000,500.580000,1073.149983,2073.738609
41.250000,334665515.060000,27.120000,502.020000,1073.149983,598.486409
26.710000,752890019.080000,42.230000,515.810000,1073.149983,2032.399350
40.890000,301575817.130000,38.440000,565.420000,1073.149983,644.131424
42.060000,574343439.480000,11.570000,512.690000,1073.149983,1323.221007
28.190000,453759885.620000,3.820000,525.550000,1073.149983,1194.918023
44.630000,703038475.760000,14.280000,531.570000,1073.149983,1762.745161
26.670000,754870590.880000,14.710000,530.340000,1073.149983,2141.456097
27.040000,812918928.010000,29.340000,548.520000,1073.149983,2475.528134
25.770000,790158771.890000,25.760000,521.070000,1073.149983,2186.801272
39.780000,711916330.850000,29.580000,517.570000,1073.149983,1777.863809
31.020000,756394981.960000,1.520000,543.060000,1073.149983,2195.755526
30.630000,462792217.920000,6.450000,542.750000,1073.149983,1272.340856
41.760000,585440770.970000,1.880000,522.780000,1073.149983,1404.201737
39.980000,459559509.920000,7.340000,515.280000,1073.149983,1029.009340
35.270000,633244876.320000,41.240000,511.180000,1073.149983,1575.055584
32.550000,756492967.010000,37.050000,551.770000,1073.149983,2254.293790
41.380000,369077371.250000,33.400000,563.400000,1073.149983,881.323252
28.210000,465880477.390000,39.810000,500.510000,1073.149983,1136.213283
39.410000,347281004.730000,-2.590000,547.640000,1073.149983,784.101857
33.210000,767482766.580000,13.540000,540.820000,1073.149983,2186.497882
41.430000,523164125.260000,8.630000,563.960000,1073.149983,1425.547768
39.340000,506797706.670000,16.510000,528.130000,1073.149983,1231.233749
29.250000,834336809.680000,14.530000,544.130000,1073.149983,2476.219782
40.610000,705383075.750000,16.740000,526.230000,1073.149983,1797.577215
31.710000,763908532.960000,35.950000,554.700000,1073.149983,2315.566959
41.950000,359596593.000000,17.490000,566.430000,1073.149983,840.289750
34.960000,705075954.490000,37.140000,552.700000,1073.149983,2061.669316
28.800000,616331945.710000,34.660000,552.500000,1073.149983,1846.171179
32.060000,331037147.420000,17.730000,547.670000,1073.149983,854.921905
27.830000,359632073.960000,32.390000,535.560000,1073.149983,955.799094
36.200000,491639932.180000,1.770000,537.700000,1073.149983,1269.260237
41.600000,776953096.210000,24.120000,511.880000,1073.149983,1903.978026
39.830000,542216600.760000,6.700000,562.470000,1073.149983,1509.811419
33.420000,785136098.970000,42.890000,515.740000,1073.149983,2054.177588
34.410000,634854029.290000,25.630000,509.100000,1073.149983,1576.538544
27.130000,793997679.290000,19.290000,566.260000,1073.149983,2588.356792
37.060000,436689917.570000,19.740000,515.580000,1073.149983,1007.723027
33.620000,498537083.250000,9.680000,515.150000,1073.149983,1226.288006
41.140000,713878722.160000,10.630000,530.480000,1073.149983,1841.038573
34.670000,495377445.830000,13.250000,548.710000,1073.149983,1356.253776
42.580000,733205936.260000,41.650000,531.530000,1073.149983,1891.090496
38.090000,517196875.730000,30.950000,549.290000,1073.149983,1384.510030
32.600000,644573868.870000,44.980000,509.800000,1073.149983,1628.684307
28.060000,469087136.060000,26.260000,536.690000,1073.149983,1293.002699
43.320000,300563829.740000,4.470000,564.420000,1073.149983,563.235559
40.130000,417611060.270000,33.060000,508.920000,1073.149983,886.579817
39.580000,780281820.540000,4.520000,524.560000,1073.149983,2019.876210
34.360000,449404807.610000,2.660000,567.570000,1073.149983,1303.235495
36.200000,647843725.340000,43.890000,532.710000,1073.149983,1727.108264
39.960000,796001427.750000,30.540000,540.050000,1073.149983,2181.101613
39.980000,782680573.000000,23.560000,561.870000,1073.149983,2323.109208
42.670000,726094467.730000,9.040000,538.210000,1073.149983,1906.326108
43.020000,777742048.100000,9.570000,527.100000,1073.149983,1982.195988
30.480000,757713880.350000,11.270000,554.470000,1073.149983,2306.002669
34.670000,670086749.650000,0.780000,513.620000,1073.149983,1693.841294
42.260000,775016829.310000,10.070000,563.580000,1073.149983,2272.421682
28.540000,457843593.910000,22.790000,523.190000,1073.149983,1195.470903
34.630000,620021200.290000,16.830000,537.310000,1073.149983,1685.865160
36.460000,347117512.030000,2.860000,506.870000,1073.149983,725.875201
27.950000,636241397.890000,16.770000,532.950000,1073.149983,1784.882075
25.680000,662850898.040000,37.280000,551.920000,1073.149983,2030.211769
31.480000,306753019.400000,24.220000,559.570000,1073.149983,820.870338
35.600000,469823933.240000,2.920000,560.620000,1073.149983,1318.687987
31.790000,320077033.460000,36.600000,516.700000,1073.149983,738.636797
33.550000,610217420.570000,10.630000,528.800000,1073.149983,1618.620585
38.890000,620908894.560000,42.750000,506.160000,1073.149983,1473.944454
33.800000,319378005.900000,10.830000,501.300000,1073.149983,671.759424
43.150000,626463123.720000,24.660000,516.350000,1073.149983,1476.927823
39.230000,680383253.340000,36.740000,563.120000,1073.149983,2000.494429
38.850000,778157638.520000,27.310000,504.370000,1073.149983,1896.865050
32.330000,525356897.000000,4.200000,514.330000,1073.149983,1312.743674
40.380000,848225961.220000,15.550000,523.370000,1073.149983,2202.062143
39.750000,334706943.020000,14.150000,556.440000,1073.149983,762.994009
44.380000,787296574.270000,39.680000,567.810000,1073.149983,2323.769646
43.100000,761188278.220000,22.540000,534.310000,1073.149983,1983.415776
42.060000,538459286.390000,1.960000,504.130000,1073.149983,1184.260912
37.980000,618167891.510000,37.650000,503.270000,1073.149983,1463.255135
30.340000,493532258.590000,0.750000,565.080000,1073.149983,1495.136301
36.630000,816297185.310000,9.890000,544.880000,1073.149983,2328.719526
37.240000,478466845.750000,20.990000,518.550000,1073.149983,1138.529016
33.140000,553114266.570000,37.830000,567.310000,1073.149983,1683.154320
28.910000,394802937.430000,34.980000,550.980000,1073.149983,1114.193569
28.670000,792849850.980000,4.430000,540.320000,1073.149983,2316.556713
38.930000,594072112.470000,3.180000,534.420000,1073.149983,1530.991618
32.310000,725560829.990000,29.690000,527.430000,1073.149983,1971.111513
37.640000,766206377.180000,34.390000,566.630000,1073.149983,2350.302257
33.420000,479049264.100000,41.940000,503.120000,1073.149983,1131.856467
31.420000,656006945.980000,0.570000,530.070000,1073.149983,1786.862409
28.040000,312769545.800000,22.270000,557.650000,1073.149983,878.395438
38.490000,310579285.530000,35.760000,514.950000,1073.149983,603.634148
34.640000,511159074.280000,35.120000,552.810000,1073.149983,1432.527781
33.520000,634947405.560000,17.210000,554.110000,1073.149983,1858.558192
29.340000,793435085.350000,-3.720000,505.920000,1073.149983,2050.770543
42.120000,803716183.430000,35.340000,501.550000,1073.149983,1910.760709
44.980000,687093972.340000,20.130000,502.690000,1073.149983,1554.105511
31.010000,482560767.980000,12.480000,539.150000,1073.149983,1313.393013
28.040000,341654858.580000,24.930000,504.900000,1073.149983,809.844659
40.220000,351152146.580000,-4.150000,509.600000,1073.149983,679.550801
35.370000,600487250.300000,37.690000,564.390000,1073.149983,1794.825967
34.160000,834073385.440000,0.790000,555.370000,1073.149983,2517.241740
26.100000,595802935.860000,0.440000,553.400000,1073.149983,1812.718080
40.290000,516018233.400000,35.690000,528.350000,1073.149983,1249.249072
44.900000,736702728.420000,4.630000,514.230000,1073.149983,1753.069623
27.960000,315118806.090000,34.030000,530.770000,1073.149983,804.122241
44.160000,823043863.280000,34.430000,527.780000,1073.149983,2109.925076
42.370000,444837750.040000,5.850000,555.240000,1073.149983,1092.473322
35.130000,335846446.890000,44.430000,565.900000,1073.149983,891.592277
34.610000,770491724.120000,11.600000,509.290000,1073.149983,1953.080281
26.320000,697722536.780000,17.970000,522.800000,1073.149983,1920.393927
37.080000,832224002.170000,14.670000,518.020000,1073.149983,2158.892323
39.600000,431209214.470000,37.130000,526.810000,1073.149983,994.141725
28.170000,728002622.820000,-0.940000,569.660000,1073.149983,2376.888667
29.320000,502550025.840000,19.680000,526.000000,1073.149983,1331.174166
39.640000,427919998.970000,15.410000,525.600000,1073.149983,975.370364
39.730000,406801193.390000,23.760000,565.980000,1073.149983,1060.257571
29.980000,571830335.510000,18.800000,537.950000,1073.149983,1595.505924
37.160000,467981921.390000,7.520000,517.050000,1073.149983,1101.364725
40.040000,689039437.670000,26.550000,504.940000,1073.149983,1639.843680
27.690000,400916134.650000,26.940000,544.930000,1073.149983,1120.592370
34.750000,807295548.350000,44.640000,553.010000,1073.149983,2403.880212
26.850000,307466422.860000,26.930000,519.390000,1073.149983,761.233526
34.720000,470595647.710000,12.450000,539.790000,1073.149983,1234.348345
42.730000,319214038.260000,22.780000,520.300000,1073.149983,553.308140
37.270000,747316491.520000,3.460000,560.230000,1073.149983,2227.052417
44.870000,834259992.100000,-2.750000,506.950000,1073.149983,1983.494391
34.660000,377994821.020000,24.080000,507.790000,1073.149983,846.430888
39.420000,618805210.610000,11.810000,569.870000,1073.149983,1832.454389
39.920000,447120525.100000,23.850000,544.780000,1073.149983,1105.171841
25.860000,813860728.250000,27.010000,540.270000,1073.149983,2415.382454
26.880000,573189278.250000,17.670000,532.330000,1073.149983,1600.001154
39.650000,531611909.130000,31.580000,549.300000,1073.149983,1407.795379
32.020000,310567014.860000,-0.490000,518.910000,1073.149983,708.712293
26.240000,841324761.140000,29.870000,537.990000,1073.149983,2477.178420
41.470000,323676915.100000,11.190000,529.490000,1073.149983,614.039670
30.520000,770893324.750000,32.890000,563.660000,1073.149983,2439.541072
31.040000,624619816.050000,19.240000,549.040000,1073.149983,1820.605105
40.260000,782834955.680000,38.530000,565.470000,1073.149983,2355.932894
33.550000,359256668.740000,25.570000,564.690000,1073.149983,991.478466
32.740000,738815185.140000,28.510000,562.890000,1073.149983,2291.368036
36.490000,515982897.030000,15.410000,512.170000,1073.149983,1230.853422
39.820000,775422550.530000,7.520000,564.720000,1073.149983,2324.400361
25.710000,392412873.640000,42.360000,555.210000,1073.149983,1158.958130
35.720000,838844390.930000,41.880000,504.910000,1073.149983,2105.895609
39.600000,394436189.410000,-4.520000,565.860000,1073.149983,1012.041339
27.960000,818438947.560000,31.350000,507.670000,1073.149983,2149.606156
40.990000,753833688.140000,21.000000,562.970000,1073.149983,2218.216892
32.020000,500870425.310000,23.970000,510.210000,1073.149983,1231.878901
36.850000,750372638.150000,21.800000,512.300000,1073.149983,1890.723711
44.560000,830216174.790000,34.210000,506.890000,1073.149983,1983.596514
33.330000,535598007.860000,24.360000,521.550000,1073.149983,1365.689446
37.820000,433640562.870000,4.820000,544.210000,1073.149983,1090.106221
34.350000,435932788.880000,42.650000,533.680000,1073.149983,1110.141374
41.160000,315197903.230000,7.600000,522.440000,1073.149983,575.862029
30.040000,355150741.570000,39.430000,526.780000,1073.149983,891.438489
37.920000,625147323.970000,-4.050000,552.820000,1073.149983,1753.341014
44.850000,348951140.400000,41.800000,555.020000,1073.149983,697.331999
33.770000,339779511.520000,6.670000,528.270000,1073.149983,799.316400
39.730000,653879257.390000,44.370000,548.800000,1073.149983,1801.332948
41.350000,315927290.120000,18.980000,559.020000,1073.149983,665.682605
43.770000,676745763.910000,-3.470000,530.030000,1073.149983,1683.793232
37.970000,539667015.240000,24.370000,511.200000,1073.149983,1276.811767
32.990000,655876032.330000,22.390000,505.980000,1073.149983,1633.627069
32.350000,322393673.460000,1.240000,534.510000,1073.149983,781.582319
33.470000,361504124.420000,36.150000,511.150000,1073.149983,824.644217
41.530000,462301836.020000,43.310000,553.750000,1073.149983,1170.028746
30.430000,641321240.100000,35.280000,511.100000,1073.149983,1647.545915
33.100000,623654303.460000,16.890000,502.600000,1073.149983,1526.343546
32.260000,491345704.560000,5.670000,534.280000,1073.149983,1302.590647
30.790000,379147391.160000,30.000000,508.830000,1073.149983,898.639776
35.150000,522258422.920000,42.680000,512.150000,1073.149983,1268.110740
29.800000,845608256.270000,0.690000,504.470000,1073.149983,2181.756150
26.860000,662498627.390000,11.010000,526.170000,1073.149983,1831.713083
31.060000,366868394.780000,2.550000,510.550000,1073.149983,863.184715
38.140000,426714821.860000,24.900000,545.890000,1073.149983,1072.577284
29.040000,474610478.730000,40.260000,512.680000,1073.149983,1198.428529
37.200000,697096269.010000,34.450000,521.680000,1073.149983,1792.789687
27.920000,414352467.140000,-0.670000,540.810000,1073.149983,1140.891700
37.760000,533875186.700000,0.690000,511.470000,1073.149983,1260.727613
31.320000,465795536.870000,29.330000,558.300000,1073.149983,1353.895987
30.600000,544252384.800000,0.660000,541.310000,1073.149983,1519.984728
42.620000,468355582.440000,19.930000,532.090000,1073.149983,1074.721851
25.410000,510347333.190000,35.660000,543.040000,1073.149983,1481.193876
30.500000,730668732.650000,26.160000,541.740000,1073.149983,2112.681442
34.820000,463142595.360000,16.400000,569.230000,1073.149983,1355.510747
36.330000,777024771.640000,22.100000,512.150000,1073.149983,1971.247715
30.140000,744194221.800000,10.250000,546.800000,1073.149983,2199.405366
35.820000,622386883.680000,40.390000,563.790000,1073.149983,1859.315215
31.850000,650377110.050000,8.470000,519.740000,1073.149983,1704.128213
37.620000,521391013.920000,36.110000,507.350000,1073.149983,1215.868006
40.260000,716497638.630000,20.160000,557.930000,1073.149983,2061.335279
27.110000,494859995.930000,34.360000,526.410000,1073.149983,1333.066478
35.250000,680858238.440000,1.080000,525.540000,1073.149983,1787.893084
29.380000,597658933.490000,35.350000,569.820000,1073.149983,1906.418516
39.010000,813111142.570000,3.080000,502.360000,1073.149983,1974.923124
29.230000,357316534.890000,-3.310000,501.060000,1073.149983,829.420479
33.090000,465194599.990000,20.470000,539.080000,1073.149983,1235.863366
28.100000,754505148.150000,1.270000,551.870000,1073.149983,2300.592552
31.250000,723292679.640000,19.400000,502.220000,1073.149983,1816.228636
40.370000,375306168.740000,0.270000,507.680000,1073.149983,746.824299
30.150000,726919495.220000,12.010000,568.300000,1073.149983,2334.855088
39.330000,465346667.160000,0.410000,566.410000,1073.149983,1272.749596
35.600000,642057708.550000,0.800000,568.870000,1073.149983,1963.779542
38.350000,801620181.710000,9.710000,560.800000,1073.149983,2400.307488
31.360000,621053015.650000,3.780000,529.980000,1073.149983,1682.140246
32.500000,500943397.420000,27.680000,568.120000,1073.149983,1514.685104
42.410000,535906651.710000,6.230000,555.650000,1073.149983,1404.579443
37.630000,686165944.390000,3.900000,550.290000,1073.149983,1939.514836
25.720000,442440484.970000,12.230000,530.360000,1073.149983,1205.337443
31.310000,536094760.710000,39.220000,520.980000,1073.149983,1387.777076
26.240000,353121834.260000,27.760000,535.430000,1073.149983,950.469384
34.480000,599744215.020000,5.790000,553.170000,1073.149983,1722.322041
32.790000,842998753.270000,22.910000,531.530000,1073.149983,2349.955067
26.030000,306830792.020000,37.410000,503.190000,1073.149983,728.242896
30.770000,361068719.640000,-3.430000,543.520000,1073.149983,951.929001
43.660000,826426106.470000,38.070000,552.170000,1073.149983,2324.399399
26.620000,673228694.700000,25.740000,542.430000,1073.149983,1980.236370
43.160000,526446688.750000,19.220000,512.470000,1073.149983,1167.061296
43.150000,842370519.290000,44.820000,515.370000,1073.149983,2095.186741
37.620000,705030133.430000,31.080000,528.520000,1073.149983,1853.055260
42.810000,606940684.710000,1.210000,565.060000,1073.149983,1696.063839
29.910000,523836709.720000,1.470000,540.170000,1073.149983,1457.877753
26.390000,708112232.000000,35.380000,530.080000,1073.149983,2002.072000
43.220000,608233089.390000,22.500000,523.530000,1073.149983,1456.987939
36.940000,756667063.620000,15.080000,525.980000,1073.149983,1995.983905
35.640000,539539591.950000,0.630000,502.770000,1073.149983,1267.466713
32.240000,515782226.490000,7.630000,568.480000,1073.149983,1569.442183
32.810000,399010967.680000,6.900000,554.170000,1073.149983,1091.104709
29.430000,313706563.400000,-1.860000,559.100000,1073.149983,867.406980
39.570000,817598511.060000,24.200000,537.110000,1073.149983,2229.040729
27.020000,465234082.010000,3.470000,546.800000,1073.149983,1338.641222
42.580000,680088596.420000,8.110000,539.670000,1073.149983,1774.154567
35.730000,615855973.090000,18.910000,518.170000,1073.149983,1553.370853
38.480000,573824561.140000,34.150000,531.570000,1073.149983,1465.616422
37.040000,452075371.750000,8.260000,564.260000,1073.149983,1255.410988
34.980000,390316111.630000,43.660000,533.890000,1073.149983,961.759576
39.070000,821138875.750000,16.390000,536.410000,1073.149983,2240.023896
36.590000,651910517.710000,32.920000,558.350000,1073.149983,1906.192757
31.750000,847938660.930000,2.850000,564.080000,1073.149983,2689.273200
37.100000,512652470.220000,-3.810000,566.450000,1073.149983,1474.038609
28.100000,309405204.950000,41.630000,529.080000,1073.149983,781.328736
43.110000,341359726.110000,0.810000,559.080000,1073.149983,714.404513
32.550000,312534163.300000,-2.330000,561.420000,1073.149983,827.938702
33.660000,322880205.010000,24.540000,516.790000,1073.149983,721.359702
42.810000,656520506.060000,11.810000,543.050000,1073.149983,1718.558597
25.810000,783577109.930000,16.830000,500.380000,1073.149983,2023.280763
31.470000,711552640.200000,41.020000,533.970000,1073.149983,1985.405934
45.000000,692135326.450000,6.040000,558.760000,1073.149983,1903.162915
40.230000,409701183.780000,33.130000,513.420000,1073.149983,874.530765
36.920000,581900677.860000,22.470000,548.820000,1073.149983,1606.248663
43.200000,555992570.570000,7.370000,509.850000,1073.149983,1239.859314
34.560000,721715624.900000,15.630000,541.660000,1073.149983,2032.275904
31.040000,834160461.030000,15.860000,507.360000,1073.149983,2158.352908
37.670000,675103873.530000,40.730000,559.640000,1073.149983,1979.408746
42.410000,794860344.770000,22.030000,562.080000,1073.149983,2326.256299
44.500000,820404088.280000,34.410000,528.720000,1073.149983,2103.744554
31.590000,640438273.840000,44.680000,519.470000,1073.149983,1680.312081
43.380000,655801475.560000,10.210000,540.890000,1073.149983,1693.278266
27.970000,785589866.480000,34.960000,538.130000,1073.149983,2285.914602
33.390000,527285647.070000,25.500000,557.460000,1073.149983,1527.337274
26.020000,799999550.990000,28.090000,554.170000,1073.149983,2498.862747
42.370000,784528234.230000,17.250000,567.660000,1073.149983,2342.897101
42.400000,785659390.080000,4.130000,546.570000,1073.149983,2158.728634
33.560000,699085324.740000,38.550000,534.500000,1073.149983,1926.104334
40.180000,365774928.910000,9.800000,564.480000,1073.149983,893.618610
33.940000,383151041.140000,28.550000,531.540000,1073.149983,943.655262
30.830000,683449775.570000,13.590000,559.400000,1073.149983,2096.022545
39.480000,361870117.290000,-3.520000,504.310000,1073.149983,713.249451
37.950000,658994271.100000,19.040000,540.780000,1073.149983,1785.453943
34.470000,442978181.410000,17.390000,563.810000,1073.149983,1262.128585
44.580000,583842897.030000,35.460000,523.510000,1073.149983,1364.258262
26.630000,472531531.010000,17.250000,555.330000,1073.149983,1412.671680
35.310000,768320022.340000,0.310000,526.100000,1073.149983,2049.763486
41.330000,311611655.950000,21.640000,558.850000,1073.149983,649.881575
40.270000,602007577.730000,19.890000,560.250000,1073.149983,1694.254455
38.190000,396778975.440000,13.340000,547.860000,1073.149983,978.480351
29.060000,777320649.110000,6.670000,546.040000,1073.149983,2312.262398
27.500000,769407141.330000,-3.730000,514.770000,1073.149983,2061.523486
28.550000,766664188.380000,1.570000,559.730000,1073.149983,2408.695995
44.500000,754564294.340000,29.600000,545.430000,1073.149983,2022.447167
44.810000,736794335.830000,31.710000,509.800000,1073.149983,1735.209178
35.330000,684676476.740000,-4.590000,513.790000,1073.149983,1727.932141
41.630000,366888840.870000,-4.360000,551.340000,1073.149983,817.758234
44.820000,644927364.100000,39.900000,568.920000,1073.149983,1828.112918
31.490000,556692960.940000,17.540000,542.080000,1073.149983,1554.882190
39.380000,453206580.660000,0.270000,545.780000,1073.149983,1134.075626
26.360000,411076016.710000,28.670000,512.870000,1073.149983,1042.727902
42.970000,414311045.590000,6.980000,566.600000,1073.149983,1019.490309
41.110000,449398845.390000,9.390000,553.240000,1073.149983,1124.596482
40.340000,534370008.290000,22.910000,535.120000,1073.149983,1333.307719
40.430000,523564211.390000,-3.770000,565.290000,1073.149983,1449.856275
26.180000,643314140.500000,20.290000,506.650000,1073.149983,1668.536785
39.920000,454922169.820000,31.430000,501.190000,1073.149983,974.485590
26.620000,565072804.810000,-0.760000,545.080000,1073.149983,1651.893253
44.580000,362185015.150000,4.040000,522.460000,1073.149983,655.513774
30.130000,799900519.090000,25.430000,502.180000,1073.149983,2038.557284
37.320000,812131150.980000,38.370000,522.860000,1073.149983,2135.947435
38.650000,719268496.280000,1.200000,549.240000,1073.149983,2023.320689
26.450000,614804129.570000,7.130000,555.480000,1073.149983,1887.450862
35.770000,426939283.400000,3.390000,561.500000,1073.149983,1174.610413
29.380000,561626412.760000,42.020000,521.420000,1073.149983,1483.990158
33.000000,523439828.300000,1.940000,530.930000,1073.149983,1374.970587
37.610000,825250006.340000,-0.490000,536.780000,1073.149983,2273.239167
44.010000,771541893.360000,38.980000,564.900000,1073.149983,2248.843302
35.200000,725582267.070000,16.570000,545.350000,1073.149983,2064.266910
43.000000,410050706.090000,26.200000,514.270000,1073.149983,826.966153
34.790000,569124076.720000,20.340000,566.060000,1073.149983,1704.530847
40.050000,477657429.970000,10.770000,540.720000,1073.149983,1182.325183
35.270000,463980856.070000,20.780000,531.840000,1073.149983,1173.832503
28.060000,746476843.620000,26.950000,535.330000,1073.149983,2140.132029
26.570000,530653375.180000,-3.210000,546.800000,1073.149983,1552.424768
30.110000,400215253.080000,17.540000,527.000000,1073.149983,1023.757865
28.550000,812384566.870000,33.300000,524.120000,1073.149983,2247.819383
29.510000,625995775.430000,37.300000,537.100000,1073.149983,1764.935571
28.720000,485598846.640000,2.460000,561.920000,1073.149983,1469.119026
35.880000,721286347.590000,13.230000,556.650000,1073.149983,2131.043471
30.530000,685847464.550000,21.560000,566.370000,1073.149983,2169.364349
25.670000,410316805.940000,35.830000,514.810000,1073.149983,1053.595448
29.200000,636402946.350000,15.370000,567.960000,1073.149983,2027.399978
33.740000,685552448.580000,12.590000,501.060000,1073.149983,1680.328064
44.240000,395511618.010000,14.700000,558.850000,1073.149983,892.090181
30.730000,510330296.890000,12.210000,566.090000,1073.149983,1555.580159
30.210000,705521849.410000,44.650000,523.570000,1073.149983,1910.453397
44.670000,445449233.130000,6.830000,522.420000,1073.149983,925.409716
34.970000,507926553.260000,30.140000,565.290000,1073.149983,1487.940660
38.790000,695299546.590000,29.510000,539.990000,1073.149983,1883.457820
39.330000,388139469.060000,30.900000,521.490000,1073.149983,847.121817
34.960000,503673087.310000,-0.760000,557.100000,1073.149983,1421.976484
34.920000,467017738.000000,5.720000,552.480000,1073.149983,1278.463677
35.340000,669768060.510000,16.080000,553.010000,1073.149983,1940.237532
42.530000,807370663.660000,13.330000,549.220000,1073.149983,2250.034876
29.120000,830602212.730000,30.450000,517.280000,1073.149983,2242.393927
28.200000,832732176.070000,38.350000,505.840000,1073.149983,2174.957757
38.080000,644577507.410000,28.190000,523.400000,1073.149983,1637.301030
28.430000,305760145.620000,0.110000,552.760000,1073.149983,832.293047
26.820000,500743772.500000,19.650000,530.140000,1073.149983,1369.905598
39.880000,443713146.770000,5.800000,548.930000,1073.149983,1108.509945
30.170000,300956217.260000,15.520000,512.690000,1073.149983,690.175804
39.500000,354799998.290000,-0.200000,557.750000,1073.149983,841.901849
31.350000,503732495.020000,17.270000,510.830000,1073.149983,1248.551654
44.770000,764886648.050000,44.560000,569.370000,1073.149983,2254.376657
28.600000,839213612.270000,35.370000,552.690000,1073.149983,2584.646140
36.620000,728964912.650000,38.550000,525.330000,1073.149983,1917.019799
27.310000,779767470.790000,42.720000,539.170000,1073.149983,2284.349838
42.560000,720366227.960000,30.060000,519.500000,1073.149983,1776.007189
39.790000,694445353.940000,27.420000,569.400000,1073.149983,2090.380792
30.230000,385000959.520000,12.470000,547.770000,1073.149983,1052.285593
42.020000,476778055.260000,34.810000,542.620000,1073.149983,1158.512584
41.900000,549122840.940000,43.330000,558.900000,1073.149983,1484.542349
40.910000,424663255.490000,5.170000,528.820000,1073.149983,952.435784
31.850000,463737952.110000,13.650000,548.070000,1073.149983,1287.127978
34.780000,527226877.270000,23.690000,549.680000,1073.149983,1464.086203
26.380000,462830191.120000,19.270000,556.850000,1073.149983,1391.681731
25.550000,610302140.050000,3.760000,540.410000,1073.149983,1777.048749
37.760000,416848482.280000,40.040000,521.340000,1073.149983,960.765983
28.760000,848108938.620000,15.010000,526.810000,1073.149983,2372.260820
28.210000,534087633.640000,19.880000,546.180000,1073.149983,1544.067382
34.480000,713335004.220000,34.480000,530.170000,1073.149983,1928.209711
41.210000,607740241.780000,41.530000,518.770000,1073.149983,1465.779428
26.740000,406511938.700000,31.940000,557.410000,1073.149983,1204.390550
37.180000,378438280.070000,-0.160000,542.530000,1073.149983,913.576010
