H_rcv,Q_in,T_in_design,T_out_design,T_amb,mdot,eta_rcv
18.282405,472396030.400000,811.575498,1260.437252,305.803757,772.513554,0.929989
35.731710,198897991.200000,832.037007,1151.879258,281.888151,167.940851,0.337848
6.882358,449830315.000000,799.482914,1179.112554,304.421115,941.248959,0.992531
11.528054,884134194.000000,818.369431,1125.392719,264.435950,2294.729618,0.990634
16.494416,380625358.500000,852.652013,1066.642651,317.418431,1372.249993,0.955769
42.376110,58778033.900000,837.827997,1079.104961,290.741250,-1.000000,-1.000000
35.636602,437172789.300000,801.911400,1223.230006,289.385462,604.393711,0.732870
13.608494,791081050.000000,838.629712,1251.712905,285.172768,1476.195412,0.979566
39.241541,320262214.100000,845.011391,1058.855080,280.017511,838.959645,0.692257
47.939111,971791420.700000,866.546267,1196.098718,287.630998,1889.821033,0.811458
8.676776,227374737.500000,872.258582,1184.718662,275.047707,558.569663,0.971163
22.991592,861118890.400000,848.964961,1166.738280,310.514609,2055.446730,0.953614
8.957386,517274711.000000,855.330684,1190.173477,316.499259,1209.245443,0.988524
13.923163,632012120.900000,871.892509,1132.999253,285.604871,1887.921043,0.979241
7.667258,274671207.400000,810.588913,1107.953988,282.675851,735.277979,0.985638
7.015289,672870871.800000,830.477149,1111.802355,313.101731,1916.021067,0.995785
21.774322,456484614.000000,855.492347,1220.931785,312.043086,893.555639,0.907431
48.245521,708731863.600000,872.152130,1037.661095,270.983013,2802.008102,0.809548
29.131015,723263303.800000,820.675120,1063.907226,292.668786,2240.212207,0.927937
34.416340,862708850.900000,872.698047,1062.288726,266.077014,3355.649514,0.915988
47.350371,616211479.600000,857.637269,1244.330382,264.829879,792.314002,0.633044
30.213683,586294840.700000,828.240876,1038.014429,318.121958,2072.369987,0.910661
47.634123,784061588.400000,869.582302,1117.803647,277.847241,2022.442358,0.801717
18.557190,277599277.700000,846.105966,1058.766492,300.449379,972.126823,0.920450
5.684284,808152796.200000,821.983637,1107.097807,298.913181,2280.072754,0.997776
48.036291,820667196.400000,865.195206,1177.046496,282.917967,1628.977558,0.781427
48.848203,531174626.500000,854.980867,1151.542026,311.985977,915.386120,0.641693
14.423592,899472793.600000,860.694944,1161.493707,310.770644,2338.232064,0.984151
24.627772,828346613.100000,811.728774,1144.019604,268.425291,1892.581340,0.945483
23.625405,524974815.000000,867.715540,1039.665192,272.704341,2315.710063,0.937994
38.213873,516750800.700000,820.981953,1091.616971,263.620706,1258.351634,0.815342
44.770581,269086551.000000,841.062824,1043.487945,313.361749,532.413321,0.493405
49.098361,685321292.000000,844.164092,1102.358366,280.458467,1635.515398,0.766551
16.045164,999122495.700000,853.467868,1146.682666,297.517929,2669.905054,0.982850
14.439940,485942955.600000,848.047217,1187.669193,264.031749,1093.877869,0.963988
38.607602,768706185.500000,804.930459,1031.525284,270.405074,2469.367808,0.889463
17.588588,54408733.900000,845.066437,1138.505610,275.921279,61.125913,0.412453
43.913111,254958925.900000,801.932624,1110.657943,306.170446,196.172977,0.293820
38.744414,306814221.000000,848.302216,1091.780525,314.015584,665.116596,0.655995
47.165928,363357460.400000,841.805657,1052.641798,291.975546,839.547846,0.601076
21.186359,370249024.600000,856.145942,1248.367025,280.568248,656.244290,0.885424
8.602746,902426377.800000,798.453380,1124.735536,294.545641,2221.704849,0.995193
39.445498,609978953.700000,856.765653,1113.901999,309.158104,1573.669623,0.828440
44.521120,827541416.600000,833.932434,1028.351776,309.784531,3011.453214,0.868404
24.441757,605952423.300000,798.601567,1128.740065,315.074404,1375.091208,0.928773
48.592612,150356375.500000,802.925645,1263.725032,290.806644,-1.000000,-1.000000
20.514925,194178621.900000,821.369379,1059.226333,281.416330,572.010973,0.862481
11.757296,668822867.500000,862.027035,1085.951801,292.758343,2370.993766,0.987926
32.512939,784378539.600000,850.747278,1100.135170,296.764388,2299.692119,0.910277
19.306986,537775484.200000,860.684211,1139.814287,288.786595,1456.295800,0.948275
41.334802,864082241.200000,801.350841,1265.765235,265.689980,1202.735363,0.818299
23.849733,462348832.100000,818.714050,1144.695806,308.799217,1032.305669,0.907550
13.664093,515694118.400000,800.820582,1239.681779,299.052056,900.011280,0.965830
41.370029,795119330.200000,830.016076,1255.035414,306.771680,1188.572752,0.806669
31.435903,47518733.420000,828.555686,1203.777891,266.209704,-1.000000,-1.000000
17.541718,81364145.370000,805.430158,1173.648582,290.641845,108.934379,0.616074
12.872240,101084182.400000,814.962969,1033.835390,312.932992,338.671430,0.897961
23.285947,478146897.200000,857.893571,1066.379175,297.596926,1717.883992,0.928731
34.179877,897679522.600000,814.529406,1023.568620,267.293107,3259.745668,0.927894
6.553928,202570565.600000,817.658884,1151.284437,314.138520,478.533092,0.983544
26.329546,121506641.700000,822.703447,1084.874764,308.477636,205.088593,0.547049
19.681712,639090172.000000,823.571882,1157.701012,286.750403,1457.971901,0.953110
47.522082,81187454.650000,872.064945,1236.083271,266.354261,-1.000000,-1.000000
49.259881,212875366.500000,829.725660,1066.183462,293.475853,194.729500,0.409288
7.776120,332243990.300000,841.187344,1154.795905,303.918753,834.160044,0.986902
17.612846,571544238.200000,822.939179,1141.844732,275.567796,1378.505834,0.959340
10.066387,67826940.650000,827.561653,1069.297668,303.969234,203.682623,0.895936
19.266989,690410844.500000,856.286009,1115.119407,300.944900,2059.165953,0.964162
42.271026,868194724.400000,855.014829,1114.250653,279.735023,2306.976038,0.860042
40.294940,274182058.700000,839.869374,1086.610200,310.509915,502.781025,0.561104
26.144936,582325439.000000,814.287370,1211.798433,289.370753,1047.251036,0.899751
26.359924,146733319.200000,820.742349,1163.071840,275.533697,183.567175,0.535677
39.200424,509140091.100000,865.972647,1148.691199,309.040043,1112.397367,0.776605
43.901143,276433291.900000,869.772402,1084.835410,311.382890,476.653376,0.462013
31.775916,113623924.000000,851.917456,1077.673266,298.419535,194.729500,0.409288
49.896288,984190885.200000,866.041484,1247.857153,286.649622,1561.501462,0.772674
39.517662,274567246.600000,858.237990,1102.081020,279.268290,501.550966,0.555383
30.454888,684704665.600000,821.161051,1102.592624,314.696078,1785.682452,0.909637
46.454996,894635388.500000,864.176262,1188.531026,267.629459,1763.571158,0.808390
9.430906,766727460.500000,802.258404,1206.882482,310.339208,1496.869497,0.991566
46.163315,579870827.900000,814.282294,1125.497440,315.883634,1112.842190,0.742000
11.355644,72888085.900000,806.538255,1242.920330,303.817751,107.022239,0.809105
27.848042,6509955.775000,846.356606,1062.939367,286.785675,-1.000000,-1.000000
47.769780,217729692.300000,846.525270,1181.400895,291.555692,194.729500,0.409288
14.785476,713512495.300000,833.577904,1072.288794,290.388740,2375.765401,0.982433
8.580504,228791723.000000,842.680783,1207.861370,271.479732,480.714039,0.969528
15.737197,379706739.600000,837.001871,1073.825408,316.491782,1242.474587,0.958621
49.238073,175388600.000000,845.835797,1233.721674,284.236697,194.729500,0.409288
13.745718,596674685.700000,864.518247,1030.926008,280.491688,2856.397635,0.983265
38.857978,679739174.800000,822.825005,1211.282028,288.748219,1133.100169,0.816055
34.591649,524833772.800000,833.542342,1231.078562,273.093357,830.673242,0.796574
25.599772,839566606.200000,830.835604,1102.841624,315.785082,2359.933194,0.949148
8.887222,788582500.800000,862.412799,1181.533167,311.450863,1943.588734,0.993117
19.003456,125101732.200000,851.963300,1051.055884,276.151321,415.375269,0.816835
43.099482,556541724.900000,799.830646,1221.353776,285.876102,725.862876,0.691293
39.097041,278312020.100000,832.162159,1143.359274,270.340850,359.103568,0.501685
32.305668,745933610.100000,821.773189,1147.135128,302.565395,1648.890597,0.897588
33.260637,723115391.200000,801.088091,1079.574301,307.169510,1906.827654,0.903755
21.084172,577627718.800000,840.354420,1209.778340,313.914317,1154.334865,0.932774
16.724665,797029438.000000,825.119141,1141.164692,266.350989,1972.023835,0.975551
43.378304,455883579.000000,847.306697,1170.214953,303.356596,731.950802,0.651971
25.086851,107115622.100000,835.405772,1071.304981,284.995117,199.674166,0.543613
37.635636,98689755.870000,833.089742,1256.703051,315.721918,194.729500,0.409288
23.124054,577524259.900000,871.364346,1089.601578,265.992046,1991.532011,0.938543
5.328320,78779495.170000,832.734637,1264.092902,294.389764,137.084347,0.954664
39.868974,7063639.785000,806.133523,1171.888657,299.250816,-1.000000,-1.000000
35.060980,104826899.600000,827.453805,1216.136100,316.097985,194.729500,0.409288
41.089839,48771056.200000,867.762186,1158.616262,265.161009,-1.000000,-1.000000
22.672464,955770676.000000,823.685726,1054.171163,311.264748,3270.504640,0.970407
20.714198,745596074.100000,826.427998,1086.717671,283.934375,2231.474737,0.963922
37.403984,893423377.100000,808.978506,1178.235506,314.882357,1704.509438,0.881493
47.873786,204879022.000000,838.933726,1151.105692,317.361450,194.729500,0.409288
20.622267,502342700.600000,810.063267,1149.463471,272.220267,1108.654724,0.933347
11.464664,311939051.700000,872.811211,1243.886673,304.282594,631.196740,0.958174
27.383973,242676198.000000,833.763132,1094.968240,289.563902,591.027804,0.789136
38.290116,29948381.320000,848.885189,1082.980082,273.249267,-1.000000,-1.000000
20.035261,64844954.100000,804.154855,1129.086747,308.146924,61.128993,0.380112
8.736262,856516408.700000,839.275049,1150.009012,294.668880,2188.954419,0.994344
44.560478,238734565.800000,854.656132,1155.766323,312.930578,194.729500,0.409288
26.699182,186189123.100000,842.726379,1254.540465,314.159540,195.673486,0.550559
22.756643,813420242.700000,817.930448,1187.914708,314.499729,1661.928562,0.948616
48.064643,105109977.200000,850.611285,1099.015314,314.212524,-1.000000,-1.000000
16.209808,55648464.400000,799.880129,1030.567893,293.995384,133.112942,0.673587
48.394367,833865910.700000,821.808595,1211.375816,278.007461,1297.986902,0.764086
17.724582,956693339.900000,850.058115,1223.164646,287.211966,1967.615232,0.972912
5.183808,226661736.000000,857.783608,1033.571586,293.115346,1038.873403,0.993768
12.264619,446957018.500000,863.610597,1143.162568,296.794174,1242.474490,0.975854
32.554148,513903930.100000,837.641358,1126.599548,285.342698,1218.578678,0.854663
30.552618,337568122.600000,838.646758,1114.594837,273.164213,791.224101,0.805426
9.568937,4345268.638000,837.161341,1088.894967,306.930103,-1.000000,-1.000000
26.882909,481517358.600000,847.445765,1082.092517,273.314382,1489.342189,0.900529
28.350147,47183459.160000,852.567717,1037.307983,302.656007,194.729500,0.409288
48.954607,255812830.400000,807.923959,1197.544251,288.105875,194.729500,0.409288
43.161427,547094758.400000,856.080789,1133.139538,296.318553,1190.059433,0.754742
32.024261,426368322.300000,840.232096,1233.180224,270.881541,666.677664,0.778926
34.932705,851676298.200000,854.056656,1202.355607,277.044798,1704.466578,0.881666
47.409078,801807689.500000,800.681704,1093.762708,289.508990,1826.229399,0.823313
31.715960,65778139.480000,823.283179,1113.026889,307.877370,194.729500,0.409288
42.289254,463688452.700000,799.231336,1065.486137,264.345074,1076.292466,0.758621
19.530994,154347753.600000,850.809001,1148.542876,286.921517,331.765352,0.802636
11.420807,605880141.300000,824.915889,1230.313554,294.732734,1160.761416,0.981832
13.131589,565135734.700000,848.222576,1241.649767,292.225633,1099.047880,0.972362
17.898892,749673605.100000,807.628662,1192.905774,300.549937,1498.315698,0.965405
13.786769,738722626.200000,815.669388,1244.305146,312.070776,1332.119509,0.977666
36.486129,389881404.600000,840.693394,1079.083641,310.428837,1035.071764,0.784036
16.186949,252269027.500000,809.530611,1262.017217,265.808813,394.538068,0.896507
48.490290,930223313.000000,865.149576,1128.107352,315.107548,2335.866947,0.827506
14.154539,813717863.100000,840.281859,1186.948388,306.361050,1830.091092,0.981793
29.110144,215745633.800000,839.096512,1048.972036,316.354728,634.919596,0.761305
12.366606,972577124.800000,828.970858,1149.223548,295.588739,2405.048834,0.989829
19.598604,411574958.900000,864.773695,1076.408418,278.349003,1468.825173,0.938993
25.764402,357775396.100000,818.811829,1080.474408,292.573702,974.056513,0.879484
13.311865,138735643.200000,805.472240,1084.408947,275.460536,366.626329,0.908539
6.819690,481738767.400000,849.458199,1166.917666,316.240870,1198.978211,0.993450
31.010665,604747295.300000,816.234310,1080.329568,310.450814,1668.279909,0.899020
34.772352,43752823.820000,812.761085,1035.756900,292.978690,-1.000000,-1.000000
48.570563,885705428.300000,819.071307,1117.662665,288.298733,1965.026073,0.822653
16.167707,471510835.800000,808.350541,1155.378081,309.289745,1042.181098,0.956354
12.379263,495250686.300000,801.677097,1222.147119,286.980467,910.338657,0.972248
19.489140,565735721.200000,816.853215,1184.328803,301.168568,1158.847540,0.943937
21.798038,874355760.900000,842.135500,1238.347219,273.872154,1653.170227,0.950689
7.075091,376520800.600000,857.268291,1263.694398,269.650961,716.831748,0.987809
49.036266,664498155.700000,870.096774,1152.752361,275.797964,1351.217652,0.723535
7.746800,140191380.000000,861.539610,1126.943056,299.147117,407.417898,0.965875
42.551341,187219430.600000,820.461635,1197.275554,295.841687,194.729500,0.409288
49.331511,457026623.000000,811.767775,1124.092722,284.645282,677.810266,0.575093
8.934891,501559571.700000,868.700873,1269.410089,282.419223,963.744210,0.985459
31.055071,361667452.700000,853.340340,1235.461362,293.349459,557.082804,0.747951
9.525673,710244186.000000,810.018254,1145.646454,274.328122,1685.176892,0.991687
25.529287,638887293.800000,836.273947,1160.344042,309.745892,1448.832048,0.921178
9.502805,137488788.700000,817.817166,1264.975199,314.032020,224.927144,0.928349
46.563044,986958534.000000,812.333305,1090.104632,292.958150,2480.381143,0.862196
39.152032,561824162.700000,808.783275,1155.521840,273.059675,1033.489018,0.795337
25.070068,51937938.070000,854.077829,1054.868179,313.783516,194.729500,0.409288
29.993471,196747271.500000,803.836014,1272.094712,268.336722,125.653259,0.379060
46.289845,992742484.600000,857.602864,1237.461600,312.863751,1674.963248,0.815200
46.525005,796887045.800000,820.050885,1251.307943,287.603524,1091.975235,0.748742
23.788149,287093581.600000,844.185375,1070.150041,283.476542,895.719215,0.872651
25.059712,848336031.100000,828.343803,1085.818343,317.540687,2540.391438,0.954205
6.271697,161514207.700000,869.908913,1080.984831,306.850118,605.071088,0.984604
8.522144,727897158.500000,814.696186,1116.545848,287.605950,1932.091125,0.994070
47.324518,190445860.400000,820.135414,1146.837423,299.154754,194.729500,0.409288
7.296136,566461555.300000,809.095547,1266.190510,282.505014,969.886672,0.991995
36.963507,167634668.300000,807.040449,1137.832539,274.132215,194.729500,0.409288
39.486326,682319526.600000,857.595814,1255.261710,316.935870,1064.507608,0.791131
38.644584,569762447.000000,799.685609,1116.323231,277.480036,1195.368805,0.822111
44.871007,264948588.100000,813.762816,1095.184548,296.303791,255.404694,0.335410
12.861478,465093475.900000,814.185502,1158.140843,290.653175,1053.446374,0.972696
39.349111,996616998.200000,820.375148,1033.776052,278.090786,3476.361889,0.912356
18.820385,916512930.600000,842.199534,1134.158494,316.976273,2447.608378,0.974399
29.187669,769377631.800000,822.255828,1023.741151,298.602649,2931.831912,0.939816
12.535743,632140256.300000,830.910030,1179.196432,312.847447,1418.516678,0.981556
34.805593,618964527.700000,869.047707,1053.654347,309.575297,2388.739848,0.883204
31.098828,813029065.300000,807.995950,1211.345159,284.176790,1443.307650,0.900227
24.292043,824894504.200000,868.437667,1239.380593,310.977914,1631.785430,0.935169
32.751254,139403489.400000,865.980210,1231.717916,264.412305,194.729500,0.409288
38.049679,742408270.900000,848.641709,1239.112088,300.935827,1241.968869,0.829902
6.347363,903780612.000000,836.852779,1143.335450,272.994726,2351.951234,0.997263
23.804465,155059086.300000,831.108985,1264.007440,291.109563,155.456558,0.551849
21.742225,585443679.200000,824.264820,1160.763444,290.873264,1301.881092,0.936183
49.223879,438228173.400000,806.758393,1092.630441,306.907352,748.030161,0.602356
17.971340,844896567.600000,809.231643,1138.407449,317.992589,2010.171587,0.974086
43.681156,288429387.000000,863.496630,1244.601009,269.451100,194.729500,0.409288
9.260529,921573941.900000,828.149981,1091.422619,284.764298,2811.372044,0.994801
38.952265,296671516.800000,816.511915,1114.043229,294.535598,479.829292,0.597001
36.367530,969652731.700000,859.400696,1231.025954,309.429812,1812.015770,0.882768
17.739963,88169434.550000,818.990023,1147.778467,296.572315,145.208487,0.675543
45.981733,477538854.400000,810.097107,1088.202605,301.405012,980.830355,0.705016
34.168223,624542502.100000,845.382208,1216.111534,282.267764,1120.923662,0.842137
17.929770,964185408.300000,807.194335,1145.356994,298.761952,2238.869357,0.977349
34.799152,194878681.900000,818.246814,1090.657228,288.629887,288.231955,0.498163
24.084714,885075176.800000,828.610727,1184.126429,303.174267,1878.119135,0.947800
46.949862,832683498.800000,838.825923,1198.734031,310.719768,1446.661884,0.788569
15.255460,417374512.700000,865.053431,1105.729717,273.366345,1335.281575,0.961657
49.537239,509367730.900000,870.331380,1140.426047,265.898501,919.290275,0.612528
8.105634,417765232.300000,850.040423,1171.332559,269.489322,1021.389723,0.988422
18.566930,146537929.700000,816.315611,1261.448714,292.875439,192.556345,0.741740
43.097172,323726569.600000,817.156700,1142.024210,289.616293,386.776365,0.483658
20.188023,260206526.100000,858.635351,1187.426816,268.955366,543.680899,0.867664
29.665680,378753234.900000,805.553881,1181.724246,264.804138,652.351866,0.810666
24.404907,541847016.000000,858.708888,1161.997135,305.073343,1297.506645,0.913839
15.459106,246781606.900000,811.391251,1205.786721,273.483558,454.069938,0.912099
17.175218,137772312.200000,808.720611,1166.498387,307.939474,253.277682,0.821505
26.702555,485387489.600000,856.155277,1141.387919,272.747181,1206.996623,0.889371
23.038656,767570954.900000,850.478264,1108.982596,296.937631,2272.362415,0.954012
34.323679,233723658.300000,845.171394,1025.395182,266.573948,737.416169,0.698939
27.501222,503073297.900000,865.351275,1271.613500,288.035543,827.826395,0.855454
17.600432,419734429.600000,872.015028,1032.883652,280.926026,2022.887254,0.958433
9.004996,739630636.600000,858.326977,1037.229100,309.948870,3331.092090,0.994472
19.651495,986858567.200000,804.628944,1144.554366,296.145715,2270.876049,0.973059
44.847730,817159518.000000,825.544528,1272.922577,309.208753,1100.010193,0.766051
28.403642,234493888.300000,842.738512,1061.814465,263.745834,675.563894,0.780017
9.270144,59876083.380000,813.115066,1188.252274,307.619646,110.294056,0.866524
47.086188,966452276.100000,867.708195,1238.678919,273.117557,1632.245398,0.798310
25.329563,925190479.200000,859.019873,1261.588190,274.558760,1681.032977,0.933762
12.683159,82509934.360000,848.364556,1186.930694,303.448994,159.009027,0.822671
24.370227,852775263.800000,819.135786,1023.983719,298.100751,3278.477352,0.963503
47.609031,680235898.900000,798.802186,1235.838963,291.733427,847.378647,0.685913
38.306937,291731919.900000,812.878777,1250.665845,267.951887,185.678072,0.352603
27.355897,468718822.200000,837.120055,1108.772578,306.004773,1235.022404,0.890302
27.076057,280603497.300000,824.712621,1198.631836,304.620613,460.715696,0.772489
39.170763,431483290.500000,819.926450,1069.181922,269.016409,1090.533448,0.776489
18.227149,799652730.900000,870.443615,1074.868034,290.143288,3067.698875,0.975656
48.925988,656333507.700000,869.658966,1165.200972,310.704119,1260.882557,0.715996
41.715570,744863439.100000,863.935747,1243.033811,312.528803,1222.341525,0.792702
26.260265,233100623.300000,808.320633,1146.006516,263.649030,423.404905,0.763669
33.216625,794335970.200000,809.546749,1136.763601,289.670034,1757.627643,0.900349
39.029800,587592500.900000,845.885374,1106.261363,299.494405,1500.765166,0.828049
18.624138,775356976.100000,854.372591,1163.630876,280.103984,1926.763886,0.966573
32.992097,530526518.100000,804.618281,1269.087371,290.038700,724.544412,0.803783
49.628259,733792509.700000,855.158888,1037.745596,265.745245,2626.342569,0.806229
26.106797,310897505.100000,806.176443,1158.093342,278.687983,588.446780,0.830532
44.075413,499810181.600000,851.007291,1082.131038,276.508889,1303.087091,0.748121
28.875709,180961799.800000,847.542643,1146.285743,288.523557,285.748346,0.591124
9.376292,344957298.100000,803.153963,1029.246373,308.056131,1232.745296,0.986619
35.047569,111446545.300000,846.293001,1083.610623,301.639362,194.729500,0.409288
32.018771,562269751.900000,852.456197,1257.377662,290.242393,905.775454,0.831383
22.820851,481219881.900000,830.291001,1240.940785,280.356692,832.314693,0.900017
32.114996,206425015.100000,826.118133,1150.761083,267.016764,272.713382,0.535940
5.671505,42848764.730000,798.755381,1164.835228,301.000099,87.096935,0.927638
8.697161,184058611.700000,852.627017,1024.525910,305.830129,850.344586,0.977271
15.145715,79523787.550000,863.554459,1217.648001,266.948844,121.811426,0.688577
37.337722,966817359.000000,847.361360,1143.043415,291.231338,2338.112278,0.895581
7.407069,506586470.200000,811.745278,1170.409278,271.482814,1121.053725,0.992418
22.476620,396571598.500000,803.157101,1111.281942,287.709529,945.928153,0.909359
23.031102,376074655.900000,860.760192,1133.059472,284.170506,985.703926,0.894461
34.361878,74473479.400000,807.519965,1238.330351,298.174037,-1.000000,-1.000000
48.123960,882174676.600000,868.652104,1259.054916,283.330806,1333.469346,0.754187
8.413157,970515214.800000,828.231216,1230.524851,278.773265,1896.947179,0.994575
38.728745,898091846.500000,845.758269,1240.880761,311.235232,1531.222793,0.855726
9.917718,230187953.100000,815.455838,1044.223494,267.223858,798.845080,0.973905
10.941414,524211388.600000,799.707768,1206.264742,263.693016,1008.224304,0.981023
26.300132,579241328.200000,847.053378,1058.654784,317.815410,2055.075133,0.928018
41.662432,605099647.000000,844.319872,1126.243441,295.129696,1376.490396,0.800785
7.982241,651695356.100000,823.804479,1050.801226,304.233411,2322.887710,0.995007
24.428483,530352695.000000,833.875196,1217.811500,313.148059,986.440923,0.902391
19.787580,349454820.300000,845.491725,1103.176851,264.523493,1001.807672,0.919320
35.703191,24864926.080000,845.715579,1024.572094,297.496003,-1.000000,-1.000000
19.184258,690459491.000000,827.346970,1147.868944,276.984908,1655.985339,0.960372
14.718177,503843136.500000,815.137360,1056.289443,316.003364,1658.231269,0.975451
41.200121,972856968.200000,803.001896,1082.870465,299.027034,2515.539830,0.891353
32.732963,733392809.700000,824.742546,1264.431000,296.611831,1137.248480,0.866122
45.291781,917694279.300000,809.930667,1065.705224,268.283936,2522.287869,0.864549
14.227167,948815265.400000,843.204983,1129.838970,270.173632,2613.765567,0.986302
7.467390,967244404.200000,858.260779,1171.024706,294.229807,2445.377382,0.996226
40.297812,502081724.000000,804.698166,1033.310987,313.173384,1475.580197,0.821204
12.656935,691025375.600000,827.772816,1265.892768,284.949137,1214.344506,0.978707
28.227001,229405494.200000,852.429291,1171.205716,281.843572,398.561427,0.697137
27.235437,750095921.700000,804.130876,1136.230345,301.564292,1687.273468,0.928031
20.067769,467527540.900000,833.021677,1147.324356,311.742523,1110.649446,0.933572
47.526490,353800160.900000,853.928402,1061.621287,303.459617,783.103694,0.569185
12.280974,432598940.600000,798.336408,1141.802074,290.852121,987.637429,0.974032
38.412569,745017657.100000,800.269951,1263.268100,267.899717,1039.438332,0.817283
26.796378,442685856.000000,821.624446,1160.484463,264.826172,913.629504,0.874542
32.675034,205503962.300000,836.480371,1062.586442,292.212278,475.896744,0.646512
7.824348,293417373.100000,837.142469,1149.985993,269.298038,737.691061,0.984490
39.077375,178824072.700000,812.667062,1197.428008,290.300047,194.729500,0.409288
19.336458,519267667.000000,854.721990,1218.168350,277.107336,1052.938952,0.934394
37.432315,415909599.500000,862.314913,1204.302282,263.599478,665.927341,0.693683
25.706330,703894493.300000,826.381898,1135.433320,297.617727,1701.509980,0.931387
22.348677,46713269.660000,804.854596,1118.768193,286.600889,194.729500,0.409288
35.349110,97014941.220000,801.644241,1213.043562,278.870651,194.729500,0.409288
24.912382,205769272.600000,867.268658,1260.352052,281.634745,272.645656,0.665622
43.271120,971549643.100000,808.481080,1252.621880,299.578951,1437.896705,0.831472
20.002662,130476029.700000,854.403337,1066.849913,296.773687,396.231759,0.799523
18.954132,941873498.900000,843.229714,1178.810532,304.404048,2167.114078,0.971578
39.363071,467576240.600000,857.078072,1072.592102,268.252133,1381.416124,0.790121
10.347684,859209002.800000,830.147033,1142.100575,308.189077,2188.343689,0.992176
16.968071,179995513.700000,835.696242,1077.472309,271.509059,535.780245,0.890587
33.640378,22362176.340000,824.390929,1261.012643,266.691784,-1.000000,-1.000000
39.913188,84759212.170000,854.578254,1143.404529,283.184724,-1.000000,-1.000000
7.602867,541069320.000000,829.712477,1031.969833,293.276363,2168.138375,0.994665
30.870798,872780475.900000,869.740900,1200.084810,281.563810,1894.254706,0.908785
18.896513,734717209.200000,818.211721,1073.478376,317.978343,2267.748894,0.971528
31.409687,782613244.500000,871.654024,1098.274623,312.508918,2536.433282,0.917241
39.871020,460241632.000000,806.330133,1147.253902,265.681480,794.682292,0.732798
49.548403,833930467.200000,868.546497,1076.391557,278.386779,2631.560538,0.815914
44.482445,795012900.300000,843.638796,1218.892673,292.236037,1322.315472,0.790048
29.317745,693434181.400000,832.246138,1125.697418,286.187660,1728.266940,0.911351
33.728527,384866816.700000,824.433241,1190.812829,315.259177,627.969576,0.751298
10.459498,853055334.500000,827.293891,1146.368956,275.849870,2122.803693,0.991714
37.181529,459952956.900000,853.489355,1142.797131,284.453039,985.515395,0.777109
27.551074,291137611.400000,831.531915,1268.932484,289.276060,378.641576,0.723874
23.455605,745397462.300000,806.152648,1214.029207,309.376856,1360.422954,0.935998
13.675506,923113123.500000,818.183670,1194.063547,278.782421,1925.804762,0.984987
37.956072,121445329.800000,859.273267,1227.100091,309.265697,194.729500,0.409288
9.985616,774223538.300000,834.843784,1186.119171,267.158035,1735.868047,0.990778
39.207073,861535376.900000,851.487055,1169.122564,305.739816,1865.941076,0.865555
29.316367,398377454.300000,835.784125,1235.263978,284.684159,632.258398,0.803436
48.011342,639816008.500000,866.862958,1219.402396,266.737226,950.620836,0.665481
16.527248,381792428.500000,821.813134,1271.625418,300.664279,618.739097,0.926555
5.691168,342292192.400000,810.235776,1171.484045,267.848881,752.713161,0.993196
42.653115,444683525.500000,822.932379,1079.021588,275.703989,1031.060550,0.733397
40.749354,117402022.700000,836.280083,1056.610203,284.656859,194.729500,0.409288
40.882388,796782936.900000,836.235677,1193.881187,280.504449,1473.703219,0.833288
14.701514,468139746.700000,835.658692,1141.402990,281.210182,1182.882282,0.965497
13.553968,817855354.400000,847.934290,1226.174159,313.953484,1674.480817,0.981947
10.073450,229726962.400000,831.615639,1059.840504,280.999816,793.495490,0.972125
29.492047,640357915.700000,849.406482,1170.449860,274.321010,1415.466745,0.892735
9.288459,881373271.700000,851.784586,1242.075051,286.543994,1762.208278,0.992321
8.365397,307529775.800000,820.831864,1136.892658,273.167500,768.113530,0.983516
21.181338,233826762.600000,869.221403,1263.200294,311.760198,375.359784,0.808824
5.764354,606932818.500000,869.258986,1144.437798,270.740605,1748.328727,0.996489
26.153128,406238877.400000,816.663143,1270.625759,312.411110,591.299641,0.839059
32.613531,220326205.700000,815.861584,1194.382191,299.594111,230.585991,0.497436
43.835617,900952002.200000,812.531229,1144.091631,306.073543,1856.634213,0.851026
20.731778,88840201.120000,861.169850,1195.373728,307.907557,96.185654,0.457714
33.761796,818162216.000000,859.140644,1080.623686,294.028725,2709.465804,0.911639
45.310116,397733265.000000,850.666555,1192.093794,265.716112,439.410214,0.476136
37.489177,659435592.600000,862.663208,1213.699658,291.199875,1215.777874,0.821052
30.906844,752455436.900000,853.278261,1036.584275,274.212503,3087.018666,0.927318
28.306115,346654815.100000,850.049195,1024.409597,264.292204,1398.872625,0.865436
29.853154,597286561.700000,848.855285,1061.664248,315.834685,2062.621632,0.909147
40.351740,389319313.600000,820.303767,1238.069453,313.088777,406.891016,0.552172
12.028547,895437846.100000,857.886237,1175.315163,279.147210,2212.348901,0.988656
28.856289,436955982.500000,863.283978,1028.697714,308.550630,1908.839395,0.891404
18.053410,362286855.500000,804.303649,1207.742310,278.413083,657.331378,0.919255
20.252078,433100376.000000,798.732106,1031.006081,268.750171,1441.815702,0.943774
11.970669,938028679.900000,800.293481,1127.924807,275.175675,2287.265691,0.990546
31.104864,578365515.700000,825.861124,1269.897914,301.312920,863.939513,0.843390
48.890049,752679147.600000,868.084084,1042.823146,279.400698,2837.733212,0.815172
