P_net,T_in_ref_blk,p_high,PR,Pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_Q,UA_HTR,UA_LTR,UA_PHX,UA_cooler,W_turb_des,W_comp_des,W_recomp_des,Q_HX_des,C_PB,eta_cycle_des
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.78,1263.19,267.9,0.9572196071,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.87,1267.89,299.1,0.9784866013,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.65,1273.98,273.04,0.9365157738,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.85,1258.95,292.01,0.9665810037,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.77,1260.11,294.89,0.9538819404,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.63,1256.56,307.27,0.9210451391,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.52,1272.07,296.68,0.9083886709,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.96,1265.58,286.61,0.988140086,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.73,1270.91,263.5,0.9533636945,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.59,1261.51,314.58,0.9166871069,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.58,1274.6,279.79,0.9191112839,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.67,1262.61,288.73,0.9343421682,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,1,1269.28,276.31,0.99495222,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.94,1266.2,310.03,0.9865327125,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.54,1272.73,305.73,0.9114586203,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.71,1257.8,277.64,0.9409556589,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.9,1260.16,271.26,0.9758569717,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1275.13,23263271.13,3.37,18.73,206.38,0.81,1268.24,317.44,0.9674255562,3309144.91785203,841278.405773081,1782402.27099969,15531.5297095269,37320142.8723319,7095551.72680489,6703411.79359425,44520218.477273,17408593.5479726,0.5283257845
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.79,1250.4,268.49,0.9772750435,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.75,1242.09,307.18,0.9739558307,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.61,1246.61,301.19,0.9687160322,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.88,1259.8,302.53,0.9861778211,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,1,1252.71,273.08,0.9962908105,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.96,1257.67,311.43,0.9949388053,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.56,1258.82,265.53,0.9518742275,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.66,1254.36,277.53,0.9833754289,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.89,1242.96,317.31,0.9808767661,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.72,1245.22,269.36,0.9768737948,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.84,1240.32,290.21,0.9782928359,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.75,1248.92,305.45,0.9741749574,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.6,1253.4,292.99,0.9692262137,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.81,1251.01,285.8,0.9786184879,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,1.02,1256.85,294.04,1.0001331982,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.97,1248.71,313.77,0.9911828991,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.92,1241.85,274.79,0.9816536739,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.53,1255.28,284.02,0.9359560758,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.68,1244.88,281.95,0.983167745,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1259.88,24531639.98,2.99,27.07,247.23,0.5,1247.26,296.61,0.9222729209,3355345.06435854,1052067.83704926,915802.872567304,24082.5728417129,35229769.7348766,5878263.22830054,5830327.15464334,44950710.0615625,17678230.4404665,0.5232660245
20000000,1181.68,24561198.68,3.84,17.16,153.28,1.03,1177,292.6,0.9983757782,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.61,1178.94,279.76,0.9887701026,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.75,1168.23,301.75,0.9903223133,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.97,1163.06,289.04,0.9915789068,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.66,1173.18,275.45,0.9894755067,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.84,1166.71,313.33,0.9907301153,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.74,1165.07,309.23,0.9900300879,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,1,1170.51,300.14,0.9946151524,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.58,1161.9,263.9,0.9943525003,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.88,1176.18,270.2,0.993408273,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.71,1174.3,283.12,0.990299475,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.69,1172.07,305.37,0.9899060091,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.9,1181.62,310.87,0.9968175285,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.78,1169.05,266.45,0.9905822285,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.53,1179.93,274.02,0.9949927666,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.51,1178.33,317.33,1.0003507563,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.83,1164.63,296.91,0.9906397799,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.93,1166.09,294.72,0.9916382098,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.98,1171.51,278.68,0.9945591057,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1181.68,24561198.68,3.84,17.16,153.28,0.59,1175.63,287.57,0.9875467023,2953079.20437341,996856.725495383,1232639.75238488,16413.0019502122,42780785.0592447,9823221.84878719,9436383.85852478,50675035.5585073,18361920.1067904,0.4641571356
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.6,1161.69,313.37,0.9900152569,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.62,1154.35,298.02,0.990783146,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.95,1166.74,270.48,0.9986043432,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.77,1150.82,290.85,0.9919150294,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.94,1160.37,275.33,0.997212839,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.81,1166.09,295.66,0.9962407783,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.66,1155.77,282.39,0.9901016409,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.87,1152.02,317.45,0.9941848366,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.58,1168.67,286.08,0.9894831932,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,1.04,1157.34,311.91,0.9977313773,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.99,1161.94,263.92,0.9981295673,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.84,1153.46,277.93,0.9939201276,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.91,1163.12,289.4,0.9973660758,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.68,1164.42,283.7,0.9921846465,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.7,1159.03,266.11,0.9918021483,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.78,1165.1,306.98,0.9953210663,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.5,1155.33,307.95,0.9996352044,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.54,1158.2,299.82,0.9943305455,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,0.73,1169.14,272.04,0.9948920874,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1170.72,22584049.4,3.2,24.41,124.61,1.01,1170.37,303.73,0.9998730236,3558294.35490613,1045764.88059043,946035.842713525,20221.5325791944,39596470.3556278,8284407.93527594,7790883.06841917,48754014.6376269,17581453.7749472,0.4824460001
20000000,1193.38,21445511.82,3.65,15.48,254.82,1,1183.92,304.55,0.9985185634,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.81,1176.92,308.48,1.006683399,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.53,1180.12,281.54,0.9447509761,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.85,1183.38,295.83,0.9994742041,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.76,1175.25,278.43,1.0148234986,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.71,1191.74,283.95,1.0093274407,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.8,1174.03,272.41,1.0149566437,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.69,1185.66,274.24,0.9964188625,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.61,1187.64,287.86,0.9716348485,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
20000000,1193.38,21445511.82,3.65,15.48,254.82,0.91,1190.29,269.59,0.9956411266,3232687.45965813,1068132.10132998,1453822.93327767,17853.7886216646,44589921.3408121,10950280.9146983,10118461.0741812,52961727.2981124,20715601.5119627,0.4441165451
