P_net,T_in_ref_blk,p_high,PR,Pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_gross,UA_HTR,UA_LTR,UA_PHX,UA_cooler,W_turb_des,W_comp_des,W_recomp_des,Q_HX_des,C_PB,eta_cycle_des
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.88,1223.36,279.52,0.4925509949,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.55,1224.92,283.35,0.4294264283,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.85,1225.45,293.51,0.4847679335,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.82,1228.45,270.61,0.488813221,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.65,1243.38,268.04,0.4724357208,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.6,1236.77,274.18,0.4569083317,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.6,1230.12,311.79,0.4439144506,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.52,1232.19,302.47,0.4107617668,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,1.01,1240.72,284.21,0.5080331841,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1243.27,22707266.48,2.98,23.67,238.45,0.46,1229.3,318.96,0.3717583847,3645866.93219384,1027468.55318515,1052078.74105105,21939.6952451337,36864923.8826348,6842127.90107567,6501616.62962644,46266293.7269917,18320945.3261615,0.508386937
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.95,1086.94,261.26,0.4602008792,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.9,1099,264.38,0.4608485007,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.8,1087.77,299.7,0.4383603136,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,1,1102.79,323.76,0.4567798905,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.53,1103.51,281.03,0.3853348567,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.97,1093.33,279.26,0.4620627331,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.77,1090.99,303.83,0.4350193927,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.88,1098.39,308.15,0.452046294,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.65,1096.32,285.8,0.4200038772,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,1.05,1100.05,267.8,0.465196111,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.5,1094.2,297.59,0.3512903359,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.6,1086.06,254.55,0.4008189689,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.82,1084.6,315.28,0.4396995121,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.7,1094.92,294.78,0.4234851979,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.75,1101.42,252.86,0.4453390431,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.61,1104.69,272.09,0.4144425817,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.92,1088.63,288.95,0.4584266255,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.47,1091.42,275.15,0.3364755049,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.56,1097.51,319.03,0.3868351883,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1103.96,24233787.65,3.24,16.13,200.58,0.68,1090.11,311.72,0.4161482741,3188239.90300895,1160959.94004452,2333033.41681052,22936.0562942106,40290369.0419997,8526070.47392431,8243119.21614271,50610083.4251452,18629838.3668327,0.4647528271
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.89,1119.38,290.89,0.408471337,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.58,1114.59,312.32,0.3655836229,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.54,1111.37,259.67,0.27366112,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.98,1105.73,262.42,0.4155511651,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.94,1107.95,282.17,0.4112656397,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.46,1110.46,296.71,0.1737161781,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.7,1112.94,275.84,0.366015151,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.54,1115.11,322.58,0.2698890831,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.61,1118.3,316.68,0.3224519232,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.49,1117.34,271.47,0.2300680119,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.68,1116.37,300.2,0.3546206685,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.83,1103.54,266.58,0.3908174924,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.93,1104.88,251.18,0.4081580233,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.66,1102.44,302.7,0.3347118056,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.86,1101.97,279.06,0.3955881037,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,1.05,1121.1,318.26,0.4195166896,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.75,1107.04,307.47,0.3680924004,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,1.02,1112.29,286.82,0.4235209697,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.8,1108.81,256.27,0.3878057806,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1121.25,23126100.75,3.5,17.01,264.44,0.77,1122.14,292.05,0.3860789409,2836369.27052729,1224330.56023364,1215124.11877009,21654.125119856,45091190.9581399,11082763.136616,10487248.4695912,55251739.1654285,20810898.3138542,0.4257093027
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.7,1175.54,307.47,0.4430824855,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.56,1171.38,256.14,0.4011922344,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.5,1186.76,259.67,0.3820706411,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.85,1180.17,282.48,0.467825857,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.47,1182.02,269.57,0.3579623958,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.52,1178.8,312.46,0.3789064978,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.81,1167.43,303.34,0.4518961905,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,1.03,1174.81,297.07,0.4682140272,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.83,1182.84,268.49,0.4670888475,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.78,1177.82,250.96,0.4604090776,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.61,1169.83,325.07,0.4116804193,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.91,1180.48,315.6,0.4642602128,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,1.03,1184.31,301.11,0.4716395043,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.99,1187.44,287.64,0.4783269637,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.9,1176.9,279.63,0.4705948399,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.68,1184.73,292.53,0.4475533156,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.59,1168.71,264.27,0.412051853,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.95,1170.8,273.89,0.4716736429,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.73,1173.72,320.06,0.4462797504,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1186.83,25137841.06,3.54,20.59,219.74,0.65,1172.76,290.94,0.43326151,3110410.75528899,1019358.82655181,1826212.80739831,18400.3153121998,40429725.2440887,8590988.87812423,8317557.0140318,49092105.7132393,18673087.0412386,0.479123456
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.68,1116.78,264.8,0.4468926315,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.63,1112.81,315.3,0.4271391693,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,1.05,1111.77,323.63,0.4508726999,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.79,1113.55,286.5,0.4519821114,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.57,1116.07,311.27,0.4144629439,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.46,1127.55,280.29,0.3900354826,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.92,1119.9,261.23,0.4580517596,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.88,1124.96,318.67,0.4502878531,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,1.01,1125.28,301.63,0.4537286441,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.53,1126.18,276.03,0.4165623893,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.48,1108.44,306.8,0.3788459391,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.95,1115.32,271.37,0.4577316046,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.97,1122.24,306.33,0.4517311416,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.71,1119.45,268.81,0.4496711575,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.85,1109.56,250.66,0.4537851065,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.75,1121.63,296.18,0.4446643473,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.77,1123.33,256.18,0.4538243137,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.58,1117.77,289.83,0.4245817419,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.64,1107.21,294.44,0.4263839254,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1127.17,23399196.36,3.32,26.55,168.84,0.84,1110.64,278.99,0.4536610495,3302254.06154843,1117362.20834594,1355572.79789975,21029.7317928541,41258257.1991418,9099874.75653066,8637203.09067845,50935170.811234,18580278.4638942,0.4617866001
20000000,1025.41,23597573.74,2.99,18.61,272.5,1.04,1016.67,294.55,0.3935723914,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.5,1019.5,287.36,0.1707671674,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.87,1024.08,295.32,0.3732579944,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.72,1015.04,311.97,0.3295899792,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.73,1021.21,300.68,0.3384601727,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.83,1024.64,324.25,0.3657109157,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.65,1007.44,281.39,0.2949500706,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.59,1013.04,265.54,0.2593893176,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
20000000,1025.41,23597573.74,2.99,18.61,272.5,0.63,1009.58,307.07,0.2776384253,2872551.70278535,1645467.50071979,993192.68263761,36065.7424736046,43632108.6813596,10205623.7421907,9905305.58723628,58777166.8220695,21096700.1161483,0.4001754529
